ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-10-20,1874385.9199999606,-95645.64187931486,1851936.2642572776,23227.1193737488,-161766.8531210327,0.0,124.0,0.0
2021-10-21,2172627.840000026,-96538.64320870096,1850730.7564876184,68624.54750041525,21865.155766017248,0.0,107.0,0.0
2021-10-22,2212912.8000001367,-95460.34801142845,1849525.248717959,129597.35222283438,127939.53105282404,0.0,76.0,0.0
2021-10-23,2277894.240000247,-92170.3042655746,1848319.7409483,171616.45798495627,238995.16376312744,0.0,96.0,0.0
2021-10-24,2127856.9600002104,-86487.08980033324,1847114.233178641,157979.14310655114,86474.956935888,0.0,93.0,0.0
2021-10-25,1830240.6400000877,-78295.94472810581,1845908.7254089816,79881.56262392577,-151509.33272863005,0.0,91.0,0.0
2021-10-26,1847838.399999971,-67554.55176614953,1844703.2176393224,-29571.36796911779,-161998.62166818258,0.0,78.0,0.0
2021-10-27,1813426.720000095,-54296.75051537301,1843497.7098696637,-112784.43126927092,-161766.85312094877,0.0,81.0,0.0
2021-10-28,2097066.3999998148,-38634.02964269946,1842292.202100004,-126269.60881713348,21865.155766103057,0.0,93.0,0.0
2021-10-29,2240656.319999994,-20754.704319400116,1841086.694330345,-71129.61975813791,127939.53105298118,0.0,117.0,0.0
2021-10-30,2398215.5200000294,-920.753399748326,1839881.186560686,8779.613409791084,238995.1637631839,0.0,117.0,0.0
2021-10-31,2215102.4000002006,20537.640232052538,1838675.6787910268,59433.10374841207,86474.95693552442,0.0,103.0,0.0
2021-11-01,1714637.1199999792,43229.7339801065,1837470.171021368,53868.77504574887,-151509.3327290042,0.0,124.0,0.0
2021-11-02,1611810.5599999705,66713.87582590771,1836264.6632517085,5649.692111854534,-161998.62166826535,0.0,99.0,0.0
2021-11-03,1725669.7599999865,90508.91956428038,1835059.155482049,-48732.26278110068,-161766.8531208856,0.0,147.0,0.0
2021-11-04,1946109.120000102,114107.10770791612,1833853.6477123904,-80388.58502142376,21865.15576560107,0.0,92.0,0.0
2021-11-05,2068097.440000105,136988.07632092974,1832648.139942731,-85549.22399083813,127939.53105295196,0.0,124.0,0.0
2021-11-06,2074515.360000051,158633.59690008865,1831442.632173072,-78906.99907842623,238995.16376310357,0.0,136.0,0.0
2021-11-07,2118557.600000075,178542.64185402205,1830237.1244034127,-73858.28442529734,86474.95693516087,0.0,127.0,0.0
2021-11-08,1795357.9200000647,196246.34311218763,1829031.6166337533,-69984.3204996818,-151509.3327289539,-82137.06584499615,137.0,0.0
2021-11-09,1869491.52000006,211322.4085728613,1827826.1088640944,-57776.97203883559,-161998.62166821884,0.0,77.0,0.0
2021-11-10,1671091.6799999957,223408.56877073876,1826620.6010944352,-32611.00346284277,-161766.85312119644,0.0,32.0,0.0
2021-11-11,2096043.35999993,232214.6462610007,1825415.093324776,-2133.9676957805345,21865.15576577878,0.0,57.0,0.0
2021-11-12,2106663.840000136,237532.87235342409,1824209.5855551169,20074.937328067463,127939.53105329548,0.0,50.0,0.0
2021-11-13,2213394.880000149,239246.11922704172,1823004.0777854575,26833.158658538094,238995.1637632671,0.0,67.0,0.0
2021-11-14,2005754.5600000252,237333.76901270516,1821798.5700157983,22411.64147326165,86474.95693622905,0.0,28.0,0.0
2021-11-15,1695916.9599999902,231875.00373783868,1820593.0622461392,15898.804542377398,-151509.33272849018,0.0,44.0,0.0
2021-11-16,1954127.8400000602,223049.3694272272,1819387.55447648,11484.59978227428,-161998.62166817227,0.0,65.0,0.0
2021-11-17,1750955.0399999106,211134.54224131463,1818182.046706821,7258.642399567982,-161766.85312113326,0.0,79.0,0.0
2021-11-18,2187366.239999736,196501.30226220505,1816976.5389371617,3750.988630390186,21865.155765772684,0.0,32.0,0.0
2021-11-19,2324582.3999999375,179605.79922549558,1815771.0311675025,11004.050582210077,127939.53105326628,0.0,38.0,0.0
2021-11-20,2497623.3600000143,160979.27193190544,1814565.523397844,42624.1039119328,238995.16376318672,0.0,17.0,0.0
2021-11-21,2534533.7599999704,141215.45703920073,1813360.015628184,98927.71855625985,86474.95693586548,0.0,61.0,0.0
2021-11-22,2876287.999999861,120955.9913066601,1812154.507858525,155585.50978973933,-151509.33272843983,996548.4751934052,99.0,0.0
2021-11-23,3423912.479999354,100874.17214006252,1810949.000088866,173262.50373911535,-161998.6216681258,0.0,40.0,0.0
